trxid,amount,type,transactiontime
3415a370-e10c-4efb-b21c-f3e489b5e63c,158000.00,CREDIT,2024-11-01 04:04:48.773889
24f96af9-3362-4bb3-8022-3f50e28498af,574000.00,DEBIT,2024-10-28 04:35:40.773889
349a02ee-462f-45e5-bd73-1939ca5fbeb8,423000.00,DEBIT,2024-10-28 14:03:43.773889
ccfbef84-18c6-4172-86ca-7f46b98bdb4e,995000.00,DEBIT,2024-10-31 10:28:04.773889
a27a8ff1-7f44-4cc1-b692-f77a052bbd2a,972000.00,CREDIT,2024-11-02 09:59:01.773889
562fd3f8-6b1f-42c8-adfd-b8a68325d218,18000.00,DEBIT,2024-11-01 22:26:18.773889
9b0c1443-3774-4c2c-8c2e-621e7b7206d2,537000.00,CREDIT,2024-11-01 22:05:42.773889
949f6b87-5431-4241-95a1-47b140dda23b,82000.00,CREDIT,2024-10-28 08:20:44.773889
6991a1e1-cc83-48fd-ae0d-5666251e3567,246000.00,DEBIT,2024-10-31 19:07:45.773889
f4de2267-76cc-49d8-b25d-826ab25dfd17,549000.00,CREDIT,2024-10-28 09:21:35.773889
67407723-11a3-4211-bea1-e9c06f2b9ea0,406000.00,DEBIT,2024-10-29 11:45:08.773889
27d27e0c-99fb-4708-97e1-7ad8f9baa381,927000.00,CREDIT,2024-10-28 03:55:54.773889
a08eb0ac-cb45-4aa3-8150-d124690eddc7,512000.00,CREDIT,2024-10-28 21:36:25.773889
f5d553c6-1f51-4a2c-ab17-cc33bc3bbfa5,62000.00,DEBIT,2024-10-31 22:28:31.773889
60089645-b648-4ffc-996f-3f55b8d0df75,567000.00,DEBIT,2024-11-02 17:53:35.773889
fb6073fa-a043-4262-bbda-cd3cd2545e8b,955000.00,DEBIT,2024-11-03 20:34:24.773889
5a206a3a-2f4a-4b55-b220-a536906f9a9c,254000.00,DEBIT,2024-10-28 04:37:40.773889
6a4e9d3a-111c-4bf2-8301-9dc3f8b978bb,80000.00,CREDIT,2024-10-28 10:00:37.773889
c69f092f-cdeb-40ae-b0d7-88c8bac76fdc,555000.00,CREDIT,2024-11-03 20:49:15.773889
a45eeb54-d193-4e23-a813-6cc68c19a1e9,780000.00,DEBIT,2024-11-02 14:43:26.773889
7497caa9-2fd8-4ab4-ac14-99698a25e94f,16000.00,DEBIT,2024-11-02 19:40:19.773889
1678d9a6-d85b-402f-bcb2-46b0498cf8fd,685000.00,CREDIT,2024-10-31 01:18:34.773889
f619a78c-97e0-49a1-8eaa-59f5c45bb4f2,982000.00,DEBIT,2024-10-31 00:27:20.773889
7d085d4f-709e-4c3a-81fb-94ad1797a0e1,163000.00,CREDIT,2024-11-01 03:53:21.773889
a111f4af-a07a-4370-a3a7-f10a7ffccd5a,973000.00,CREDIT,2024-11-03 00:11:49.773889
94467a98-954c-42fd-b815-9574bb9a02f0,960000.00,DEBIT,2024-10-29 01:54:23.773889
77d6884c-36bd-44d0-8a3c-3ab0f2a88b89,486000.00,DEBIT,2024-10-29 07:08:42.773889
b0aba232-cffd-4891-8a99-0f87e69dfcb7,108000.00,DEBIT,2024-10-29 02:29:38.773889
70f41f9d-c46c-4bb2-993e-90da30850255,864000.00,CREDIT,2024-10-31 08:41:32.773889
9dfa1a7b-3892-4acc-8d80-5a2b68eba0b7,9000.00,CREDIT,2024-11-01 22:43:42.773889
a6699d8d-23ca-428c-9ed7-a14340622b54,643000.00,DEBIT,2024-10-30 18:51:06.773889
9e375908-40c0-4266-9777-2181ec926318,523000.00,DEBIT,2024-10-29 21:05:37.773889
0ee30caa-768f-4063-8ce9-9fa603e98913,970000.00,DEBIT,2024-11-02 04:38:47.773889
42a861c6-f54a-4e70-98ad-c617b491347c,842000.00,CREDIT,2024-10-28 20:51:57.773889
571815e3-3002-425d-861c-0670391f6393,574000.00,DEBIT,2024-10-31 10:01:51.773889
c570ab47-94fa-4a99-9a6d-a15ab923c668,542000.00,DEBIT,2024-11-02 14:51:39.773889
fa93ffe7-b220-412a-be8a-834802438c5e,294000.00,CREDIT,2024-10-28 15:35:44.773889
80fadb8e-ae3b-4caf-b0dd-cb612035bbbb,470000.00,CREDIT,2024-10-30 03:41:07.773889
292b80f1-f0da-4a5d-bc64-fd24204782ba,312000.00,DEBIT,2024-10-30 04:42:00.773889
3c0eb0f0-b525-479d-9a1a-58a7dd3d88cc,825000.00,CREDIT,2024-11-01 18:23:47.773889
4270af1e-43c6-4c30-b864-fbfee9177c69,667000.00,CREDIT,2024-10-31 16:58:27.773889
3eff7aa3-feaf-4df4-b76f-561383d7d502,839000.00,CREDIT,2024-11-02 10:27:19.773889
bfeb34a0-dafe-4cbe-9b5c-ef860a7ea263,653000.00,CREDIT,2024-10-28 22:10:25.773889
9176ae5d-6f1e-45a8-b1af-8d4c3a8f0f53,351000.00,CREDIT,2024-10-29 17:06:57.773889
984dcc76-8e57-4d87-b2a4-5775cc51a882,471000.00,DEBIT,2024-11-01 23:08:59.773889
fc444225-fdb8-40d2-96cf-85bc5f45159c,900000.00,CREDIT,2024-11-03 04:22:51.773889
805529f9-7c61-43bd-ae84-2a4206feb69b,358000.00,DEBIT,2024-10-28 09:19:35.773889
71f399d6-ad37-4d79-bdb0-30b17cf09728,564000.00,DEBIT,2024-10-29 00:03:10.773889
9b05d6ba-bebb-438d-a141-f503d7c740fd,68000.00,CREDIT,2024-10-30 08:40:56.773889
05539ac8-beb1-4373-8a2c-392b3f7d793a,656000.00,CREDIT,2024-11-02 00:36:04.773889
dfa995c7-0660-4853-8b5c-190bfff82c93,921000.00,DEBIT,2024-10-31 18:54:54.773889
222c1d5e-89e9-48aa-9179-500924b03a86,157000.00,DEBIT,2024-11-02 01:16:51.773889
3f9c4756-0868-473e-8126-7b1ac43a1928,20000.00,DEBIT,2024-10-31 16:03:24.773889
eb5c1b6e-a57e-48f0-b43b-2306f1e5d879,107000.00,CREDIT,2024-10-29 09:49:57.773889
e4063003-19f9-4223-9b95-9237f0e6da87,939000.00,DEBIT,2024-11-03 03:10:56.773889
ee2cc103-23c5-4bb5-94eb-885e7c11c064,208000.00,DEBIT,2024-11-01 08:25:57.773889
144f333a-7ab2-4935-982a-2de242e4df32,700000.00,CREDIT,2024-11-03 20:15:55.773889
5a03fcb8-e211-43d5-980e-3514dd2abdd6,518000.00,CREDIT,2024-11-03 10:19:27.773889
8fe17f38-5eec-48a0-88a0-be65f079579e,481000.00,DEBIT,2024-10-31 22:58:42.773889
3acb8f7f-c965-4e6c-b94b-b488615e751f,178000.00,CREDIT,2024-11-03 11:25:18.773889
3c258b84-a779-4d44-b206-97ce7180ea68,317000.00,DEBIT,2024-10-29 04:05:17.773889
4dcf4e22-b252-4cfa-b5e4-74a9bb840bba,731000.00,CREDIT,2024-10-29 21:03:10.773889
dffbe46e-54f5-4ee2-9176-bc30768b13a9,756000.00,DEBIT,2024-10-30 17:32:08.773889
259f3072-7cc3-4a8b-ab72-c1a13e7b0176,236000.00,CREDIT,2024-10-28 16:55:16.773889
6188c6fd-a25b-4811-b59d-d8c7edc33521,730000.00,CREDIT,2024-11-01 17:19:44.773889
5e342c14-35c5-4637-b4e5-9447775909a1,786000.00,CREDIT,2024-11-01 21:58:49.773889
e53da6ff-a628-4d26-ba1b-2e93e515f917,665000.00,CREDIT,2024-10-28 23:56:27.773889
648d5ac9-a0bb-458e-8e14-ce6f43b34686,195000.00,CREDIT,2024-10-31 21:37:35.773889
16dda206-b94b-4ddb-84a9-3c7ab0144627,786000.00,CREDIT,2024-10-31 00:39:26.773889
f3f171d2-3159-47a0-87b5-9256f29eb01a,488000.00,CREDIT,2024-10-31 10:43:23.773889
8a655943-ad1c-4b38-8460-b36c190fcdb1,524000.00,CREDIT,2024-11-01 11:55:47.773889
43e76e05-d4dc-4193-bee6-bb33f1c0c00a,519000.00,DEBIT,2024-10-30 16:35:33.773889
9c934c4a-9ac6-4c23-b7dc-301bf825aa5d,354000.00,CREDIT,2024-11-02 18:03:08.773889
d149c7b4-5ac4-415a-a5bb-2e139bfbc1aa,979000.00,CREDIT,2024-10-28 15:35:23.773889
c09d1129-31f2-4c1c-9f7e-cbbe047a8618,303000.00,CREDIT,2024-11-03 13:58:45.773889
5ef6f62c-0519-47b7-9c70-cb59b40a6ba5,612000.00,DEBIT,2024-11-02 21:26:13.773889
d39c7a19-667f-49e0-ab18-1e9981430512,810000.00,DEBIT,2024-11-01 02:25:54.773889
8a8b019d-3ab0-4f18-9c48-79f2022108f9,764000.00,CREDIT,2024-10-28 10:41:02.773889
df9dd1de-329e-4392-98ef-1414aacf77e0,511000.00,DEBIT,2024-10-30 03:09:33.773889
fc3d710f-8ac0-40b5-ad63-8f1cc5102964,497000.00,CREDIT,2024-10-31 12:59:29.773889
7050ff86-11ee-4554-a6d9-6e19a24a7c10,160000.00,DEBIT,2024-10-31 14:23:56.773889
54eb6704-1412-4ccb-86f8-34e774b99518,20000.00,DEBIT,2024-11-02 21:59:13.773889
7d71e840-4eab-48e4-9f3e-7efec61b4763,272000.00,DEBIT,2024-10-31 21:38:40.773889
1cac56b7-d9b4-438a-ad54-354c079bd63f,289000.00,DEBIT,2024-11-01 12:48:06.773889
306ae3da-5807-4d57-8c39-df05ab980de6,709000.00,CREDIT,2024-11-03 09:25:24.773889
4c3c7f32-832a-4eed-90c9-437e28f824e1,192000.00,DEBIT,2024-11-01 01:09:10.773889
9a7d30cf-f74b-4a47-91d9-3c8166b2142f,894000.00,DEBIT,2024-10-28 06:39:24.773889
ad3c5190-8ab4-451b-abde-6469f9774d23,788000.00,DEBIT,2024-11-03 12:21:43.773889
e2b4b44f-f7b7-49a5-b954-f34b284bafff,360000.00,DEBIT,2024-11-03 15:52:36.773889
12e0e7dd-e830-44a8-ada3-e324112f0e24,997000.00,CREDIT,2024-11-02 10:16:54.773889
ccfa97f3-a6ca-4576-baf4-1e37b0992231,721000.00,DEBIT,2024-10-28 12:36:13.773889
6b529c56-76bc-4b8f-81db-29b3373ea2bc,281000.00,CREDIT,2024-10-29 18:44:51.773889
060588c3-4992-4af1-956c-4fba6ddc7810,467000.00,CREDIT,2024-10-28 01:30:16.773889
4c9180e8-88aa-4518-8ab0-61bb84445879,318000.00,DEBIT,2024-10-31 23:25:56.773889
ef724aaf-60d5-4171-9119-1ebe844f57e8,183000.00,DEBIT,2024-10-31 15:39:56.773889
e41ad101-6dec-44ec-8a38-cf884462d9e6,296000.00,DEBIT,2024-11-01 16:34:11.773889
ac136f79-9dcf-4085-967a-95807b6e7fac,993000.00,DEBIT,2024-11-03 04:01:21.773889
b7032cea-ec8f-4fe0-9cc2-2495b55a8402,962000.00,DEBIT,2024-10-30 19:57:47.773889
01893613-547f-4637-acd6-42e89bd8478a,618000.00,CREDIT,2024-10-30 04:10:59.773889
3c33e9ba-2704-49c6-8b06-f4b07151dbc9,593000.00,CREDIT,2024-10-31 15:34:48.773889
0e834427-eb76-4033-8054-830fbab9a884,371000.00,CREDIT,2024-11-01 19:38:24.773889
c895d212-22bf-4eec-a2cc-44733667de0c,858000.00,CREDIT,2024-10-28 05:29:00.773889
06230bfb-e8d1-4a3f-9c22-657e7d47f6cd,206000.00,CREDIT,2024-11-01 02:13:59.773889
47f501af-fe58-4f3e-9040-22722ba2c90b,113000.00,CREDIT,2024-11-01 14:05:26.773889
79613a7f-cd87-4556-af9c-1f1c34fe579b,84000.00,DEBIT,2024-11-03 13:09:02.773889
679840b9-43cb-413e-ba84-e77856b6fd6b,532000.00,DEBIT,2024-10-30 16:41:52.773889
46777ce6-ffab-431b-a5ff-c5c8a405a0ab,294000.00,CREDIT,2024-10-28 04:56:14.773889
922b11be-3640-40da-8bd7-a7506405a27a,339000.00,CREDIT,2024-10-31 05:15:06.773889
d5c1644a-e42a-4729-aea1-844260f03c48,179000.00,DEBIT,2024-10-29 12:54:10.773889
ddd3f288-4cee-4a66-9e9a-5dca817b6bc1,411000.00,DEBIT,2024-10-31 23:47:32.773889
f5fa73d9-8993-49de-8c54-44ceeb801507,223000.00,CREDIT,2024-10-31 00:29:52.773889
c310eb9c-27e3-442f-90e7-fa42e2c38834,145000.00,CREDIT,2024-10-29 14:41:09.773889
2f5a5207-8ecc-4ce1-9d73-001a9e7d541d,963000.00,CREDIT,2024-10-29 06:53:13.773889
5a13c096-0d7e-4854-b616-b2c34ab9358a,155000.00,DEBIT,2024-11-03 13:55:10.773889
6877f92b-355d-4d60-a710-c07b0deff488,556000.00,DEBIT,2024-11-01 05:45:16.773889
f2bafd30-265e-40a0-a1ea-7e5614bfa2d4,230000.00,DEBIT,2024-10-30 10:49:16.773889
c4a83472-bca3-4ba8-af1f-b64ae0f9f208,272000.00,CREDIT,2024-10-29 09:19:59.773889
e316fb68-71cd-4691-94b4-5f231be8c8a2,68000.00,CREDIT,2024-10-29 07:41:36.773889
b2204e55-d500-4a97-92d5-3d3b7949ac07,146000.00,DEBIT,2024-11-03 17:16:36.773889
93ba0b02-bf00-4809-b219-13547e562248,838000.00,DEBIT,2024-10-29 02:47:09.773889
2072cc15-530c-4d50-b2ce-467936aa7693,677000.00,DEBIT,2024-11-02 04:11:48.773889
faea65d9-f1f0-4b9c-acca-5302d617284d,744000.00,CREDIT,2024-11-01 22:36:08.773889
856bd29a-7388-41b6-bb13-ded82f31eab4,383000.00,DEBIT,2024-10-31 08:22:28.773889
ba746e1d-5e67-4810-b942-e05d1fc4c839,422000.00,DEBIT,2024-10-30 18:23:49.773889
99341157-7ad1-4c3c-9abb-78e7f80ffade,627000.00,CREDIT,2024-10-31 08:37:32.773889
206ab954-ff65-4a5f-a686-72d11b9a82d8,233000.00,DEBIT,2024-10-28 13:34:13.773889
e1e6fd9f-9abe-405f-860c-b085812a661b,580000.00,CREDIT,2024-10-31 01:03:39.773889
ac27e112-1592-433e-b6a5-9b0be973e80a,893000.00,CREDIT,2024-11-01 04:44:47.773889
3d3a7ad7-6ed0-41db-a1a2-287ea9e7b927,917000.00,CREDIT,2024-11-02 00:26:04.773889
b0e4e317-5f76-4499-b23e-a903892773aa,316000.00,CREDIT,2024-10-30 21:52:34.773889
c899e336-2e1c-4a5a-b9cc-d305985c2dd7,362000.00,CREDIT,2024-10-28 18:31:06.773889
a54558ef-afd6-4c23-885a-5d05f93960e2,87000.00,CREDIT,2024-10-31 01:05:30.773889
53016357-89bd-4ea6-bc75-46a11adfa809,678000.00,DEBIT,2024-11-01 17:54:52.773889
47b2afef-3c17-47ee-918c-c8261b08247c,223000.00,DEBIT,2024-10-31 09:28:52.773889
0e79f89e-dcc5-4ba2-8c13-972d436ae256,969000.00,CREDIT,2024-11-03 21:14:40.773889
933b8d72-889b-46f6-b3b5-996a8cc0740e,627000.00,CREDIT,2024-10-31 13:19:50.773889
47e90b79-30d7-4fbb-9eda-3d2510d148c4,748000.00,DEBIT,2024-10-28 13:01:08.773889
22e340fa-c184-4529-85b4-c8fec6b296a9,982000.00,DEBIT,2024-11-03 18:32:13.773889
6dea8400-5229-4a48-9e59-3bdd85ebe773,928000.00,CREDIT,2024-11-02 11:44:04.773889
a7009bd8-2efe-47aa-8b52-afe859efdec5,501000.00,CREDIT,2024-11-01 05:13:54.773889
0f8cdbf6-ba9c-4b78-b72c-60d4040ceceb,209000.00,CREDIT,2024-10-31 23:06:18.773889
eb89c5c2-73ef-4912-ad0b-b4dc31d3ef66,337000.00,DEBIT,2024-11-01 06:38:52.773889
18d07734-4514-42f6-80b2-cae1c23605d4,360000.00,CREDIT,2024-11-03 06:00:07.773889
82d301c7-98d5-4376-8a7b-1eb50b71740c,833000.00,DEBIT,2024-10-28 10:16:11.773889
5f22a257-0a14-4cbd-a267-13cd7f24aa08,921000.00,DEBIT,2024-11-02 19:20:37.773889
b12e6a29-7f68-4525-a14e-1bd67351ca0f,636000.00,CREDIT,2024-10-29 15:51:09.773889
3c4cb73d-3e01-4fcf-ba60-37a009f6939a,11000.00,CREDIT,2024-11-02 18:01:35.773889
211eed41-da1b-4164-b585-addf561fb2e4,508000.00,CREDIT,2024-10-29 22:13:31.773889
afdb0033-2e96-47c3-b444-c881514c3f1f,873000.00,DEBIT,2024-10-28 16:21:06.773889
fe47a96e-5cb9-43b7-a21b-541c4cdad814,588000.00,CREDIT,2024-10-28 13:46:21.773889
c1c044ca-6bb7-43d4-a9c7-f2fa23d7415f,551000.00,CREDIT,2024-11-01 03:13:07.773889
7fc71e94-20d1-4050-ae3d-86c1cc52c5d5,579000.00,CREDIT,2024-11-04 00:05:51.773889
0499d250-2f51-457b-8d3a-382f646b4cd4,349000.00,DEBIT,2024-10-29 22:51:46.773889
aedb23b3-5b73-42b1-9dc7-79d9c469fe47,347000.00,DEBIT,2024-11-01 07:55:14.773889
3d57577c-4106-4c88-a021-62407e781346,32000.00,DEBIT,2024-11-02 03:30:27.773889
89a53cf6-0902-4a38-a866-731b4ed6941c,560000.00,CREDIT,2024-10-31 15:44:06.773889
658f2f1a-af13-4902-9388-ef53936593a5,704000.00,CREDIT,2024-10-30 23:57:31.773889
20bc3ca7-4f4c-48e5-be37-43f7aa34283b,713000.00,DEBIT,2024-10-30 22:53:07.773889
7ead9809-47f0-497b-87db-362aaf28875f,450000.00,DEBIT,2024-11-03 03:27:31.773889
d1635999-49ef-4300-bbfa-d38c48f30e79,292000.00,DEBIT,2024-10-30 15:33:31.773889
fdbe61ce-a90f-4230-bfdf-04320fc93069,807000.00,CREDIT,2024-10-31 23:59:55.773889
1200b57c-3995-4e0d-b37b-4e6487c36520,535000.00,DEBIT,2024-10-30 07:36:37.773889
42bd13ff-2ae5-4321-88e2-770f64e1d090,533000.00,CREDIT,2024-11-01 20:26:31.773889
58175698-8b86-44f4-8a57-8d2aca0064d4,681000.00,CREDIT,2024-10-30 03:17:52.773889
2e0e4b3f-f5cd-413c-9d9b-205b131f7f66,161000.00,DEBIT,2024-11-03 13:13:49.773889
2a552d8f-af28-46f1-b9a0-e88f3bfbc576,811000.00,CREDIT,2024-11-01 01:16:03.773889
a885d677-c70b-4d26-8c9b-01e41bb3da45,942000.00,CREDIT,2024-11-01 13:38:37.773889
1f05b5d5-d320-4c1d-8612-2bc65e89fd78,531000.00,DEBIT,2024-11-02 22:43:47.773889
3acc90fc-ca08-479d-99c6-b2a78252fd0e,193000.00,CREDIT,2024-10-31 11:54:32.773889
50854126-c8d0-41cb-bc4b-77fe9c7e9cc5,830000.00,DEBIT,2024-10-28 16:32:59.773889
dd888447-8e57-43cd-b604-0c49ed53a647,840000.00,CREDIT,2024-10-31 07:40:55.773889
1d7077cc-8192-4397-9a09-239abe500339,66000.00,DEBIT,2024-10-28 04:21:42.773889
a1bf9a22-a284-471f-803f-67e01e428901,994000.00,CREDIT,2024-10-30 16:39:16.773889
249b4fc6-3d34-4e3b-9be8-ec2e1f577d67,294000.00,CREDIT,2024-11-03 04:16:10.773889
99a890ba-2946-44e4-9872-e05c2832940f,943000.00,DEBIT,2024-11-02 12:25:43.773889
93fe0d1e-5d49-48f3-b9b4-dd356234c395,207000.00,DEBIT,2024-10-28 12:43:09.773889
8aa5961e-a42f-4d8d-9763-651a9403aad1,482000.00,CREDIT,2024-11-03 18:54:31.773889
49c12c87-307f-4af4-9811-3f4d3023ab7e,555000.00,CREDIT,2024-10-30 13:59:15.773889
3f18c569-784d-4889-97cd-56c78e76871e,539000.00,DEBIT,2024-10-29 16:47:04.773889
9f53c331-5096-4562-943e-3b5252c7109f,536000.00,DEBIT,2024-11-01 23:45:20.773889
c0424769-13e6-4f94-a99c-a5b2585c9eec,8000.00,DEBIT,2024-10-30 21:16:40.773889
172b36e3-e8ea-4184-93a2-180ddb26428c,818000.00,CREDIT,2024-10-28 11:35:49.773889
c7bda245-030a-4545-8e4c-80675df299d7,280000.00,DEBIT,2024-10-31 18:33:54.773889
b1d70181-7e6e-450c-ba63-c1cd9d814f4c,911000.00,CREDIT,2024-10-28 10:03:37.773889
95a0d799-33c8-4854-be11-ce48fa8f4480,712000.00,DEBIT,2024-11-01 14:44:21.773889
63e0c8df-befc-4c3f-b4c1-f21d57a85706,969000.00,DEBIT,2024-11-01 09:24:58.773889
bb210a37-d18a-4eef-8d37-d3500485e016,256000.00,CREDIT,2024-11-03 18:00:46.773889
3fa25630-8316-4e70-a360-cb8240eb2320,648000.00,DEBIT,2024-10-30 08:44:44.773889
61d994b6-4661-4c5f-8e5e-7efc51bbb1de,19000.00,CREDIT,2024-10-30 18:57:10.773889
86ada6dc-af09-4547-8445-c87064364cdb,591000.00,DEBIT,2024-10-30 22:18:07.773889
23cc734d-ba9a-4354-8f95-a9ffa50d0e40,809000.00,CREDIT,2024-10-29 15:22:21.773889
5eb5c7f6-ab82-4e62-b634-da956366ae78,305000.00,DEBIT,2024-11-03 19:16:36.773889
a0fdd3b8-6b3b-4d32-90f1-07bf398c10bf,312000.00,DEBIT,2024-10-31 09:16:50.773889
b5731c83-80c5-42a0-8547-2a83c2e49b39,72000.00,CREDIT,2024-11-01 08:32:29.773889
f1af4bbc-41a0-422e-b879-94a40ea068b8,363000.00,CREDIT,2024-10-29 08:07:59.773889
086d20c4-5231-448b-b45b-40557214603a,265000.00,DEBIT,2024-10-30 22:24:50.773889
4216d96b-d164-4555-933b-dfc6d9e00c4d,792000.00,CREDIT,2024-10-31 07:37:27.773889
7448d3ca-a3d9-48e0-b10c-8b88a1278244,969000.00,CREDIT,2024-10-31 00:04:11.773889
d506a3a6-110c-4ec0-894f-547691e3b638,283000.00,CREDIT,2024-10-28 08:04:48.773889
485f78de-e313-4fba-a284-bebed92acfe4,287000.00,DEBIT,2024-11-03 18:06:15.773889
2498811d-48b7-4367-8caa-96e9ee550892,562000.00,DEBIT,2024-10-29 22:19:36.773889
264a91ad-158b-45b2-8f60-08e760e01de7,520000.00,DEBIT,2024-10-29 20:43:13.773889
9ae633bc-f493-48f4-ab2e-d063716050a7,281000.00,CREDIT,2024-10-31 23:45:10.773889
ad835a12-31d7-43a7-b7b2-670c0c7a9901,150000.00,CREDIT,2024-10-29 17:52:34.773889
f9a1a2d6-b54b-4f89-a9e3-05637227616a,738000.00,CREDIT,2024-11-02 02:16:07.773889
b0cdce64-fe25-410c-a183-5ea7168b7938,214000.00,DEBIT,2024-10-29 14:19:07.773889
618fefc5-32a4-4c4c-814a-2c3a7d50080e,675000.00,CREDIT,2024-10-30 22:07:20.773889
2813e8fc-87cb-455a-9346-ae5eaa65a6f0,639000.00,DEBIT,2024-10-31 18:55:17.773889
eb6eddb1-68d9-46f7-a232-a7f21742b4ab,921000.00,CREDIT,2024-10-28 08:52:48.773889
8f04cf2d-5e16-41d4-8dc4-2f16f38ab143,544000.00,DEBIT,2024-10-30 09:15:35.773889
d6751b13-f6c3-45be-8fa2-65513cf9cd8f,129000.00,CREDIT,2024-11-03 13:27:46.773889
82c73e83-e4b2-4068-b503-fdc1dc2a06bd,448000.00,DEBIT,2024-11-03 01:06:49.773889
6edb277e-b0e0-4f28-aca8-49b39ae4dd97,762000.00,CREDIT,2024-10-28 07:49:22.773889
74b96086-e9b3-46dc-9f87-5a0db9736723,623000.00,DEBIT,2024-11-01 07:16:16.773889
d5be7859-8452-45ad-860e-c2b6936d869e,586000.00,DEBIT,2024-11-02 08:45:35.773889
c1db9910-3f30-47a7-ab7d-225ab2e87516,388000.00,CREDIT,2024-10-30 15:52:15.773889
716ddf8e-3321-477f-94b6-6c120b7d4ab3,740000.00,DEBIT,2024-11-01 06:57:10.773889
f1432677-408c-4328-8239-69e30b3bd72d,810000.00,DEBIT,2024-10-29 06:34:14.773889
48b70b4b-4979-4d9c-a60f-49140f394523,339000.00,CREDIT,2024-10-29 21:36:07.773889
6e786415-0704-4961-8230-ba328c255a48,209000.00,DEBIT,2024-11-02 08:10:54.773889
58f67090-e701-40f4-bd10-c2d8ea701501,325000.00,DEBIT,2024-11-01 19:55:51.773889
d757c82d-c774-4e03-a89b-403f647ade72,667000.00,CREDIT,2024-10-31 15:18:58.773889
19afbfd7-6200-4dac-aca9-23bf3d203d4b,150000.00,DEBIT,2024-10-29 19:52:24.773889
1411fc7d-b1fa-4bc3-a063-acdf957ad899,683000.00,DEBIT,2024-11-02 21:03:42.773889
8465050d-a258-4968-a7d3-2e9dfdff4b59,106000.00,CREDIT,2024-11-01 17:26:19.773889
b5900d27-1758-41ce-b0d1-324d37e658dc,477000.00,DEBIT,2024-10-31 19:05:41.773889
0e34ff2c-0606-4f70-a597-69ea886a2130,932000.00,DEBIT,2024-10-30 14:08:09.773889
3f7ac557-e5ba-4678-880d-4d449742dedf,923000.00,CREDIT,2024-10-31 11:16:43.773889
b9aeb5d0-a774-491c-8ef8-62ba6afc6690,660000.00,DEBIT,2024-11-03 01:06:47.773889
1ee8a313-1d5a-407c-abac-47c217f9368d,380000.00,DEBIT,2024-10-30 09:27:18.773889
4cce291c-39b8-4598-a05f-e6e93dc28fd8,778000.00,DEBIT,2024-10-29 00:36:14.773889
f03a123c-8f34-4e2a-ab45-984b16fb43b8,410000.00,CREDIT,2024-10-29 08:33:43.773889
2a973370-a3e4-4b2c-b864-ae9a68e4d92e,247000.00,DEBIT,2024-11-01 06:30:00.773889
058b70e6-562c-408c-8b79-b6c62f0b2451,659000.00,DEBIT,2024-10-29 15:42:48.773889
0fc27b73-cf42-45d9-9755-f9f9a4dd1c75,845000.00,CREDIT,2024-11-02 14:49:47.773889
5d3ce72a-24a3-4616-97de-2c14d07f10f7,209000.00,CREDIT,2024-10-28 04:36:29.773889
a808a326-a8ab-44fb-8d89-803c0146f309,95000.00,DEBIT,2024-10-30 11:49:12.773889
5d34dad7-33d4-47bc-b0a7-e405468ac262,688000.00,CREDIT,2024-10-29 10:31:48.773889
16118a63-deee-44c8-bf13-cc98894d8ee2,551000.00,CREDIT,2024-10-31 19:52:53.773889
31da9a3f-bf65-4aaf-82fb-6f03515dc673,825000.00,CREDIT,2024-10-30 17:37:36.773889
9bb47685-5952-40df-9542-d8cce5630afb,969000.00,CREDIT,2024-10-31 09:58:04.773889
b5f5da89-c959-4ef4-beb5-d1bc75c7d67c,311000.00,DEBIT,2024-10-31 10:19:17.773889
75b27c61-2d40-4b7f-87ad-ca1b19499883,235000.00,DEBIT,2024-11-03 08:18:38.773889
895642f1-b518-4d36-b3cb-33b24e902d8d,514000.00,DEBIT,2024-11-02 13:18:16.773889
d6fabb7e-e1ba-4896-8fa7-1bf903be36d3,525000.00,CREDIT,2024-10-31 21:56:28.773889
511b84af-ec95-4cf9-b010-cf258d521293,431000.00,CREDIT,2024-11-03 08:45:52.773889
dbb807ee-2902-423a-a1cc-725e6b51218a,908000.00,DEBIT,2024-11-03 09:46:46.773889
08f7e5c8-401c-4680-8314-6d5cdae96943,851000.00,CREDIT,2024-11-04 00:07:03.773889
24828aed-b54c-41e3-a649-7f734f51a5af,110000.00,CREDIT,2024-11-02 13:31:39.773889
7e43f7b3-df68-4bee-aaa1-2447771864d9,780000.00,DEBIT,2024-10-31 05:11:08.773889
224adcf3-9cc9-4eae-907d-bfac38682bbf,873000.00,CREDIT,2024-10-29 11:36:14.773889
881e6e35-c774-4cff-b70a-3740eece47c0,819000.00,DEBIT,2024-10-30 17:08:54.773889
39ee3fb1-8cd0-47c9-a4c6-0b1d4de5412d,412000.00,CREDIT,2024-10-31 10:59:55.773889
4bcc1a58-6361-4a5d-8c39-b63b0372cf66,82000.00,CREDIT,2024-10-28 09:11:33.773889
37b20b97-f98a-40d7-ac13-6a7fba258fad,864000.00,CREDIT,2024-11-02 00:29:36.773889
2234afad-79f4-4a86-87a3-9244ea185278,420000.00,CREDIT,2024-11-04 00:58:42.773889
5e6507e2-01c3-4a70-a1cb-6605018a6a85,321000.00,DEBIT,2024-10-28 10:19:32.773889
166fa2ac-a4b5-4ecc-9e73-8d2dd63e85ec,43000.00,CREDIT,2024-10-28 05:36:17.773889
